Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400600159,RAYMOND MUSEUM,RAYMOND MUSEUM,,GENERAL MUSEUM,,31956 ROAD 608,RAYMOND,CA,93653,,,,,5596891886,37.21231,-119.90718,4,39,6,6,,,,
8400600227,RED BLUFF BULL AND GELDING,RED BLUFF BULL AND GELDING,,GENERAL MUSEUM,,670 ANTELOPE BLVD,RED BLUFF,CA,96080,,,,,5305272045,40.18592,-122.20337,3,103,6,6,,,,
8400601739,RED BLUFF ROUNDUP RODEO MUSEUM,RED BLUFF ROUNDUP RODEO MUSEUM AND HISTORICAL SOCIETY,,HISTORY MUSEUM,,670 ANTELOPE BLVD STE 2,RED BLUFF,CA,96080,670 ANTELOPE BLVD STE 3,RED BLUFF,CA,96080,5305281477,40.18592,-122.20337,3,103,6,6,680333674,201312,21718,15468
8400601396,RED DEVIL CLASSIC,RED DEVIL CLASSIC INC,,HISTORIC PRESERVATION,,3861 BURRWOOD CT,CONCORD,CA,94522,,,,,,37.97942,-122.03167,2,13,6,6,352390026,201412,0,0
8400600224,RED OAK VICTORY,RICHMOND MUSEUM ASSN INC,,HISTORY MUSEUM,,1337 CANAL BLVD,RICHMOND,CA,94804,,,,,5102372933,37.93673,-122.36566,2,13,6,6,946095083,201312,210344,191484
8400602140,RED OAK VICTORY AMATEUR RADIO CLUB,RED OAK VICTORY AMATEUR RADIO CLUB,,GENERAL MUSEUM,,1451 KEISER AVE,SANTA ROSA,CA,95404,,,,,5102780546,38.3542,-122.6771,4,97,6,6,911954939,201412,0,0
8400600807,RED RIVER COUNTY HISTORICAL SOCIETY,RRC HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,PO BOX 850,IONE,CA,95640,,,,,,38.32208,-120.94054,4,5,6,6,205605660,201412,0,0
8400601595,RED STAR PILOTS ASSOCIATION,RED STAR PILOTS ASSOCIATION,,HISTORIC PRESERVATION,,2505 VIA ANITA,PLS VRDS EST,CA,90274,,,,,,33.80311,-118.38696,2,37,6,6,541994706,201312,46030,16330
8400600929,REDLANDS AREA HISTORICAL SOCIETY,REDLANDS AREA HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 8775,REDLANDS,CA,92375,,,,,9093076060,34.05791,-117.19562,1,71,6,6,237356792,201412,0,0
8400601287,REDLANDS CONSERVANCY,REDLANDS CONSERVANCY,,HISTORIC PRESERVATION,,1706 ROSSMONT DR,REDLANDS,CA,92373,,,,,9097921800,34.02332,-117.15427,1,71,6,6,330600577,201312,201340,162933
8400601366,REDLANDS HISTORICAL MUSEUM ASSOCIATION,REDLANDS HISTORICAL MUSEUM ASSOCIATION,,HISTORIC PRESERVATION,,PO BOX 470,REDLANDS,CA,92373,,,,,9093076060,34.00369,-117.13265,4,71,6,6,330932158,201412,1082935,1082273
8400602752,REDONDO BEACH HISTORICAL SOCIETY & MUSEUM,REDONDO BEACH HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 978,REDONDO BEACH,CA,90277,298 FLAGLER LN,REDONDO BEACH,CA,90277,3104657149,33.83134,-118.38517,2,37,6,6,953852130,,,
8400601754,REDWOOD DISCOVERY MUSEUM,REDWOOD DISCOVERY MUSEUM,REDWOOD DISCOVERY MUSEUM,CHILDREN'S MUSEUM,,501 3RD ST,EUREKA,CA,95501,,,,,7074439694,40.79658,-124.16969,3,23,6,6,680360954,201406,208180,197143
8400600680,REDWOOD EMPIRE LIVE STEAMERS,REDWOOD EMPIRE LIVE STEAMERS INC,,GENERAL MUSEUM,,PO BOX 4594,SANTA ROSA,CA,95402,1500 FULTON RD,SANTA ROSA,CA,95402,,38.45603,-122.76954,1,97,6,6,134246565,201412,0,0
8400602974,REDWOOD NATIONAL PARK,REDWOOD PARK ASSOCIATION,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,1111 SECOND STREET,CRESCENT CITY,CA,95531,,,,,7074646101,41.75292,-124.1944,3,15,6,6,680084901,201312,1088186,553959
8400600196,REDWOOD VALLEY RAILWAY,REDWOOD VALLEY RAILWAY,,GENERAL MUSEUM,,GRIZZLY PEAK BLVD,ORINDA,CA,94563,,,,,5105486100,37.88039,-122.17708,2,13,6,6,,,,
8400601494,REDWOODS MUSEUM OF CULTURE AND NATURAL HISTORY,REDWOODS MUSEUM OF CULTURE AND NATURAL HISTORY,,HISTORY MUSEUM,,3448 NELSON LN,FORTUNA,CA,95540,,,,,7074448242,40.60215,-124.13014,3,23,6,6,454000579,201312,0,0
8400602254,REEDLEY HISTORICAL SOCIETY & MUSEUM,REEDLEY HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 877,REEDLEY,CA,93654,1752 10TH ST,REEDLEY,CA,93654,5596381913,36.59707,-119.45224,3,19,6,6,942330049,201402,0,0
8400600201,REEDLEY MUSEUM,REEDLEY MUSEUM,,GENERAL MUSEUM,,1752 10TH ST,REEDLEY,CA,93654,,,,,5596381913,36.59707,-119.45224,3,19,6,6,,,,
8400602603,REEL COWBOYS,REEL COWBOYS INC,,HISTORIC PRESERVATION,,PO BOX 57203,SHERMAN OAKS,CA,91413,,,,,,34.16476,-118.45744,1,37,6,6,952161173,201312,44158,16039
8409503925,REESE BULLEN GALLERY,REESE BULLEN GALLERY,,ART MUSEUM,HUMBOLDT STATE UNIVERSITY,HUMBOLDT STATE UNIVERSITY 1 HARPST STREET,ARCATA,CA,95521,,,,,7078265802,40.87409,-124.07889,4,,6,6,946001347,,,
8400602076,REGIONAL ART MUSEUM,CALIFORNIA MUSEUM OF ART THOUSAND OAKS,REGIONAL ART MUSEUM,ART MUSEUM,,PO BOX 4709,THOUSAND OAKS,CA,91359,,,,,8054492100,34.19444,-118.82001,1,111,6,6,800223010,201312,47665,46681
8400601484,REGIONAL ARTISANS ASSOCIATION,REGIONAL ARTISANS ASSOCIATION,,ART MUSEUM,,230 MOUNT HERMON RD STE D,SCOTTS VALLEY,CA,95066,,,,,8314399094,37.04536,-122.02703,2,87,6,6,453487170,201312,535634,361239
8400602454,RENAISSANCE OF PAPERMAKING,RENAISSANCE OF PAPERMAKING,,GENERAL MUSEUM,,217 GREENBANK AVE,PIEDMONT,CA,94611,,,,,5106583594,37.82397,-122.24248,2,1,6,6,943234299,,,
8400601602,RESCUE HISTORICAL SOCIETY,RESCUE HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 13,RESCUE,CA,95672,,,,,,38.71355,-120.98756,4,17,6,6,562299395,201412,0,0
8400600216,REUBEN H FLEET SCIENCE CENTER,REUBEN H FLEET SCIENCE CENTER,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,1875 EL PRADO,SAN DIEGO,CA,92101,,,,,6192381233,32.74961,-117.1508,1,73,6,6,956066250,201306,8605599,6984390
8409503936,REYNOLDS GALLERY,UNIVERSITY OF THE PACIFIC,,ART MUSEUM,UNIVERSITY OF THE PACIFIC,1071 W MENDOCINO,STOCKTON,CA,95211,,,,,2099462285,37.98097,-121.30768,4,77,6,6,941156266,201306,819105039,509993746
8409503937,RHC ART GALLERY,RHC ART GALLERY,,ART MUSEUM,RIO HONDO COLLEGE,3600 WORKMAN MILL ROAD,WHITTIER,CA,90601,,,,,5626920921,34.02659,-118.03935,2,37,6,6,956006673,,,
8400600904,RIALTO HISTORICAL SOCIETY,RIALTO HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 413,RIALTO,CA,92377,205 N RIVERSIDE AVE,RIALTO,CA,92377,9098751750,34.10338,-117.36992,2,71,6,6,237248979,201408,0,0
8400600153,RICHARD L NELSON GALLERY,RICHARD L NELSON GALLERY,,ART MUSEUM,,1 SHEILDS AVENUE,DAVIS,CA,95616,,,,,9167528500,38.53353,-121.74756,2,113,6,6,,,,
8409503940,RICHARD L. NELSON GALLERY AND FINE ARTS COLLECTION,REGENTS OF THE UNIVERSITY OF CALIFORNIA,,ART MUSEUM,"UNIVERSITY OF CALIFORNIA, DAVIS",ONE SHIELDS AVENUE,DAVIS,CA,95616,,,,,5307528500,38.55537,-121.75788,2,113,6,6,946036494,,,
8400600191,RICHARD NIXON LIBRARY AND MUSEUM,THE RICHARD NIXON FOUNDATION,,GENERAL MUSEUM,,18001 YORBA LINDA BLVD,YORBA LINDA,CA,92886,,,,,7149935075,33.88865,-117.82012,2,59,6,6,521278303,201312,16581001,8780644
8409400572,RICHARD NIXON PRESIDENTIAL LIBRARY (CALIFORNIA),RICHARD NIXON PRESIDENTIAL LIBRARY (CALIFORNIA),,GENERAL MUSEUM,,18001 YORBA LINDA BOULEVARD,YORBA LINDA,CA,92886,,,,,,33.88865,-117.82012,2,59,6,6,,,,
8400601780,RICHARDSON BAY MARITIME ASSOCIATION,RICHARDSON BAY MARITIME ASSOCIATION,,HISTORY MUSEUM,,PO BOX 1108,SAUSALITO,CA,94966,,,,,,37.86743,-122.49996,2,41,6,6,680417612,201312,0,0
8400602537,RICHMOND ART CENTER,RICHMOND ART CENTER,,ART MUSEUM,,2540 BARRETT AVE,RICHMOND,CA,94804,,,,,5106206772,37.93793,-122.34427,2,13,6,6,946104204,201406,1165767,1159108
8400600180,RICHMOND ART COLLECTIVE,RICHMOND ART COLLECTIVE,,ART MUSEUM,,121 PARK PL,RICHMOND,CA,94801,,,,,5107781480,37.92709,-122.38468,2,13,6,6,,,,
8400602526,RICHMOND MUSEUM ASSOCIATION,RICHMOND MUSEUM ASSN INC,,HISTORY MUSEUM,,400 NEVIN AVE,RICHMOND,CA,94801,,,,,,37.93673,-122.36566,2,13,6,6,946095083,201312,210344,191484
8400600166,RICHMOND MUSEUM OF HISTORY,RICHMOND MUSEUM ASSN INC,,HISTORY MUSEUM,,RICHMOND,400 NEVIN AVE,CA,94802,400 NEVIN AVENUE,400 NEVIN AVE,CA,94802,5102357387,37.93673,-122.36566,2,13,6,6,946095083,201312,210344,191484
8400600177,RIDGE ROUTE COMMUNITIES MUSEUM,RIDGE ROUTE COMMUNITIES MUSEUM & HISTORICAL SOCIETY,RIDGE ROUTE COMMUNITIES MUSEUM,GENERAL MUSEUM,,6930 LAKE PL,FRAZIER PARK,CA,93225,,,,,6612457747,34.81927,-119.0496,4,29,6,6,770431597,201412,0,0
8400602006,RIDGE ROUTE COMMUNITIES MUSEUM & HISTORICAL SOCIETY,RIDGE ROUTE COMMUNITIES MUSEUM & HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 684,FRAZIER PARK,CA,93225,3515 PARK DRIVE,FRAZIER PARK,CA,93225,6612457747,34.81927,-119.0496,4,,6,6,770431597,201412,0,0
8409503946,RIDLEY GALLERY,RIDLEY GALLERY,,ART MUSEUM,SIERRA COLLEGE,5000 ROCKLIN ROAD,ROCKLIN,CA,95677,,,,,9166243333,38.7903,-121.21486,2,61,6,6,946031260,,,
8400600053,RIDLEY TREE-EDUCATION CENTER,RIDLEY TREE-EDUCATION CENTER,,GENERAL MUSEUM,,1600 SANTA BARBARA ST,SANTA BARBARA,CA,93101,,,,,8059621661,34.43012,-119.70791,1,83,6,6,,,,
8400601724,RIO LINDA-ELVERTA HISTORICAL SOCIETY,RIO LINDA-ELVERTA HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 478,RIO LINDA,CA,95673,,,,,9169913910,38.68947,-121.44612,2,67,6,6,680275816,201312,28993,20919
8400602279,RIO VISTA MUSEUM ASSOCIATION,RIO VISTA MUSEUM ASSOCIATION INC,,HISTORY MUSEUM,,16 N FRONT ST,RIO VISTA,CA,94571,,,,,,38.15648,-121.69036,3,95,6,6,942440146,201312,18554,16890
8400601666,RIPON HISTROICAL SOCIETY RIPON HISTORICAL SOCIETY,RIPON HISTROICAL SOCIETY RIPON HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 671,RIPON,CA,95366,430 W MAIN STREET,RIPON,CA,95366,2095993421,37.73929,-121.1279,2,77,6,6,680047943,201412,0,0
8400601975,RIVERBANK HISTORICAL SOCIETY,RIVERBANK HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,3237 SANTA FE ST,RIVERBANK,CA,95367,,,,,,37.7361,-120.93682,2,99,6,6,770377145,201212,0,0
8400601356,RIVERSIDE AFRICAN AMERICAN HISTORICAL,RIVERSIDE AFRICAN AMERICAN HISTORICAL INC,,HISTORIC PRESERVATION,,PO BOX 209,RIVERSIDE,CA,92502,,,,,9516874292,33.98042,-117.37382,1,65,6,6,330900035,201409,62040,62040
8400602594,RIVERSIDE ART MUSEUM,RIVERSIDE ART MUSEUM,RIVERSIDE ART MUSEUM,ART MUSEUM,,3425 MISSION INN AVE,RIVERSIDE,CA,92501,,,,,7146847111,33.98188,-117.37125,1,65,6,6,951904692,201408,915866,803252
8409503922,RIVERSIDE CITY COLLEGE ART GALLERY,RCC ART GALLERY,,ART MUSEUM,NORCO COLLEGE,2001 THIRD ST,NORCO,CA,92860,,,,,,33.91476,-117.55878,2,65,6,6,330831357,,,
8400600189,RIVERSIDE INTERNATIONAL AUTO MUSEUM,RIVERSIDE INTERNATIONAL AUTO MUSEUM,,GENERAL MUSEUM,,815 MARLBOROUGH AVE,RIVERSIDE,CA,92507,,,,,9513696966,33.99848,-117.32835,1,65,6,6,,,,
8400602723,RIVERSIDE LIVE STEAMERS,RIVERSIDE LIVE STEAMERS INC,,HISTORIC PRESERVATION,,PO BOX 5512,RIVERSIDE,CA,92517,,,,,,33.97231,-117.3484,1,65,6,6,953652959,201312,38965,38965
8400600163,RIVERSIDE METROPOLITAN MUSEUM,RIVERSIDE MUSEUM ASSOCIATES,,GENERAL MUSEUM,,3580 MISSION INN AVE,RIVERSIDE,CA,92501,,,,,9517817179,33.98213,-117.37265,1,65,6,6,956105665,201406,81770,62402
8400600708,RIVERSIDE SPORT HALL OF FAME,RIVERSIDE SPORT HALL OF FAME,,GENERAL MUSEUM,,4444 MAGNOLIA AVE,RIVERSIDE,CA,92501,,,,,9512047193,33.95489,-117.3939,1,65,6,6,200683897,201306,38208,38208
8400601304,RIVERSIDE YOUTH MUSEUM,RIVERSIDE YOUTH MUSEUM,,GENERAL MUSEUM,,123 S CARMALITA ST,HEMET,CA,92543,,,,,9516833800,33.74677,-116.96956,1,65,6,6,330663706,,,
8400601248,RIVESIDE HISTORICAL SOCIETY,RIVESIDE HISTORICAL SOCIETY INC,,HISTORIC PRESERVATION,,PO BOX 246,RIVERSIDE,CA,92502,,,,,,33.98042,-117.37382,1,65,6,6,330400218,201412,0,0
8400601497,ROADWAY ANTIQUE TRUCKS,ROADWAY ANTIQUE TRUCKS,,GENERAL MUSEUM,,21661 SHILLINGSBURG AVE,SAN JOSE,CA,95120,,,,,4082683870,37.19051,-121.79665,4,85,6,6,454209928,201312,1245,0
8409501755,ROBERT A. PASELK SCIENTIFIC INSTRUMENT MUSEUM,ROBERT A. PASELK SCIENTIFIC INSTRUMENT MUSEUM,,GENERAL MUSEUM,HUMBOLDT STATE UNIVERSITY,1 HARPST ST,ARCATA,CA,95521,,,,,7078265719,40.87237,-124.07959,4,23,6,6,946001347,,,
8409503951,ROBERT AND FRANCES FULLERTON MUSEUM OF ART,ROBERT AND FRANCES FULLERTON MUSEUM OF ART,,ART MUSEUM,CALIFORNIA STATE UNIVERSITY - SAN BERNARDINO,5500 UNIVERSITY PKWY,SAN BERNARDINO,CA,92407,,,,,9095377373,34.17661,-117.3301,1,71,6,6,330644150,,,
8409503953,ROBERT F. AGRELLA ART GALLERY,ROBERT F. AGRELLA ART GALLERY,,ART MUSEUM,SANTA ROSA JUNIOR COLLEGE,1501 MENDOCINO AVENUE,SANTA ROSA,CA,95401,,,,,7075274298,38.45476,-122.71743,1,97,6,6,946033759,,,
8409502444,ROBERT F. HOOVER HERBARIUM,ROBERT F. HOOVER HERBARIUM,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CALIFORNIA POLYTECHNIC STATE UNIVERSITY ��,SAN LUIS OBISPO,CA,93407,,,,,8057561111,35.29887,-120.65879,4,,6,6,946001347,,,
8400600141,ROBERT LOUIS STEVENSON HOUSE,ROBERT LOUIS STEVENSON HOUSE,,HISTORIC PRESERVATION,,20 CUSTOM HOUSE PLAZA,MONTEREY,CA,93940,530 HOUSTON ST,MONTEREY,CA,93940,8316497118,36.59665,-121.89318,2,53,6,6,,,,
8400602235,ROBERT LOUIS STEVENSON MUSEUM,VAILIMA FOUNDATION,,GENERAL MUSEUM,,1490 LIBRARY LANE,ST HELENA,CA,94574,,,,,7079633757,38.50783,-122.46966,3,55,6,6,941673783,201312,311791,
8409500838,ROBERT T. DIXON PLANETARIUM,ROBERT T. DIXON PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,RIVERSIDE CITY COLLEGE,4800 MAGNOLIA AVENUE,RIVERSIDE,CA,92506,,,,,9512228000,33.97149,-117.38462,1,65,6,6,330831357,,,
8400602287,ROBINSON JEFFERS TOR HOUSE,ROBINSON JEFFERS TOR HOUSE FOUNDATION,,HISTORIC PRESERVATION,,PO BOX 2713,CARMEL,CA,93921,26304 OCEAN VIEW AVENUE,CARMEL,CA,93921,8316241813,36.54306,-121.93238,2,53,6,6,942495236,201312,86794,80626
8400601734,ROCKLIN HISTORICAL SOCIETY,ROCKLIN HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 1,ROCKLIN,CA,95677,3895 ROCKLIN ROAD,ROCKLIN,CA,95677,9166243464,38.79035,-121.23551,2,61,6,6,680318475,201312,48264,48264
8400602100,ROCKY MOUNTAIN RAILWAY AND MINING MUSEUM,ROCKY MOUNTAIN RAILWAY AND MINING MUSEUM LTD,,GENERAL MUSEUM,,300 MINER ST,YREKA,CA,96097,,,,,,41.72123,-122.63682,3,93,6,6,841218381,,,
8400601968,ROGER HANSEN MEMORIAL MUSEUM,ROGER HANSEN MEMORIAL MUSEUM,,GENERAL MUSEUM,,PO BOX 85 /717-B SNYDER AVENUE,AROMAS,CA,95004,,,,,,36.87746,-121.63906,4,53,6,6,770362724,201312,0,0
8400601107,ROHNERT PARK HISTORICAL SOCIETY,ROHNERT PARK HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,6400 MEADOW PINES AVE,ROHNERT PARK,CA,94928,,,,,7075845477,38.34568,-122.69257,2,97,6,6,273001717,201406,0,0
8400601859,ROMAGGI ADOBE ASSOCIATION,ROMAGGI ADOBE ASSOCIATION,,HISTORIC PRESERVATION,,POB 141,ANGELS CAMP,CA,95222,,,,,,38.06414,-120.5901,4,9,6,6,753225422,201412,0,0
8400600923,ROMANO GABRIEL'S WOODEN SCULPTURE GARDEN,EUREKA HERITAGE SOCIETY INCORPORATED,ROMANO GABRIEL'S WOODEN SCULPTURE GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,PO BOX 1354,EUREKA,CA,95502,,,,,7074458775,40.79418,-124.16867,3,23,6,6,237324106,201406,0,0
8409400578,RONALD REAGAN PRESIDENTIAL LIBRARY AND MUSEUM,RONALD REAGAN PRESIDENTIAL LIBRARY AND MUSEUM,,GENERAL MUSEUM,,40 PRESIDENTIAL DR,SIMI VALLEY,CA,93065,,,,,,34.25747,-118.81126,2,111,6,6,,,,
8400602326,ROOT CELLAR SACRAMENTO GENEALOGICAL SOCIETY,ROOT CELLAR SACRAMENTO GENEALOGICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 265,CITRUS HEIGHTS,CA,95611,,,,,,38.707,-121.27797,2,67,6,6,942675424,201409,0,0
8400602403,ROOTS OF MOTIVE POWER,ROOTS OF MOTIVE POWER INC,,HISTORY MUSEUM,,PO BOX 1540,WILLITS,CA,95490,,,,,,39.42434,-123.36057,4,45,6,6,943022440,201406,207781,207781
8409502450,ROSE HAVEN HERITAGE GARDEN,ROSE HAVEN HERITAGE GARDEN,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,PO BOX 890367,TEMECULA,CA,92589,,,,,,33.50746,-117.12168,1,65,6,6,,,,
8400601492,ROSEILLE FIRE MUSEUM,ROSEILLE FIRE MUSEUM,,GENERAL MUSEUM,,400 LINCOLN ST,ROSEVILLE,CA,95678,,,,,,38.75256,-121.2848,1,61,6,6,453962412,201212,0,0
8400600673,ROSEVILLE GENEALOGICAL SOCIETY,ROSEVILLE GENEALOGICAL SOCIETY,,HISTORIC PRESERVATION,,557 LINCOLN STREET,ROSEVILLE,CA,95678,,,,,9167733003,38.75297,-121.28535,1,61,6,6,113742995,201412,0,0
8400601655,ROSEVILLE HISTORICAL SOCIETY,ROSEVILLE HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,557 LINCOLN ST,ROSEVILLE,CA,95678,,,,,9167733003,38.75297,-121.28535,1,61,6,6,680025155,201412,0,0
8409500846,ROSEVILLE UTILITY EXPLORATION CENTER,ROSEVILLE UTILITY EXPLORATION CENTER,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,1501 PLEASANT GROVE BOULEVARD,ROSEVILLE,CA,95747,1501 PLEASANT GROVE BOULEVARD,ROSEVILLE,CA,95747,9167461550,38.76739,-121.33276,1,61,6,6,,,,
8400600199,ROSICRUCIAN EGYPTIAN MUSEUM,GRAND LODGE OF THE ENGLISH LANGUAGE JURISDICTION OF THE ANC,,GENERAL MUSEUM,,1342 NAGLEE AVENUE,SAN JOSE,CA,95191,1660 PARK AVE,SAN JOSE,CA,95191,4089473630,37.33295,-121.9227,1,85,6,6,941156620,201312,2776261,2525960
8409500847,ROSICRUCIAN PLANETARIUM,ROSICRUCIAN PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,1342 NAGLEE AVENUE,SAN JOSE,CA,95191,1342 NAGLEE AVENUE,SAN JOSE,CA,95191,,37.32407,-121.91723,1,85,6,6,,,,
8400602983,ROSIE THE RIVETER/WWII HOME FRONT NHP,ROSIE THE RIVETER/WWII HOME FRONT NHP,,HISTORIC PRESERVATION,,440 CIVIC CENTER PLAZA,RICHMOND,CA,94804,,,,,5102321544,37.93623,-122.34273,2,13,6,6,,,,
8400601057,ROSWELL BUTLER HARD HOUSE,FRIENDS OFROSWELL BUTLER HARD HOUSE,,HISTORIC PRESERVATION,,1500 WEST 4TH STREET,ANTIOCH,CA,94509,,,,,,38.01561,-121.82419,2,13,6,6,270454042,,,
8409500848,ROTH PLANETARIUM,THE UNIVERSITY FOUNDATION CALIFORNIA STATE UNIVERSITY CHICO,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CALIFORNIA STATE UNIVERSITY - CHICO,400 WEST 1ST STREET,CHICO,CA,95929,,,,,5308984636,,,,,6,6,951230865,201306,16629895,9781669
8400601137,ROUNDHOUSE MODEL RAILROAD ASSOCIATION,ROUNDHOUSE MODEL RAILROAD ASSOCIATION,,HISTORIC PRESERVATION,,100 S LASALLE STREET,REDLANDS,CA,92374,,,,,,34.05298,-117.14355,1,71,6,6,275423260,201312,0,0
8400600726,ROUTE 66 CRUISIN' HALL OF FAME,ROUTE 66 CRUISIN' HALL OF FAME,,GENERAL MUSEUM,,1955 HUNTS LN,SAN BERNARDIN,CA,92408,,,,,9098911151,34.06448,-117.2869,1,71,6,6,201478152,,,
8400601502,ROUTE 66 IE CA,ROUTE 66 IE CA,,HISTORIC PRESERVATION,,10808 FOOTHILL BLVD STE 160-416,RANCHO CUCAMONGA,CA,91730,,,,,,34.10742,-117.56866,2,71,6,6,454436148,201312,0,0
8400601375,ROYNON MUSEUM OF PALEONTOLOGY FOUNDATION,ROYNON MUSEUM OF PALEONTOLOGY FOUNDATION,,CHILDREN'S MUSEUM,,521 MURIEL LN,ESCONDIDO,CA,92025,,,,,7607465054,33.09223,-117.07479,2,73,6,6,330947795,201312,36789,
8400602148,RUSTY RELICS,RUSTY RELICS,,GENERAL MUSEUM,,PO BOX 3427,QUARTZ HILL,CA,93586,PO BOX 3427,QUARTZ HILL,CA,93586,,34.64885,-118.21931,2,37,6,6,912037079,201312,0,0
8400601733,RUTH BANCROFT GARDEN,RUTH BANCROFT GARDEN INC,,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,1552 BANCROFT RD,WALNUT CREEK,CA,94598,,,,,9259449352,37.92349,-122.03632,1,13,6,6,680310041,201312,624987,536481
8409503986,RUTH CHANDLER WILLIAMSON GALLERY,SCRIPPS COLLEGE,,ART MUSEUM,SCRIPPS COLLEGE,251 EAST 11TH STREET,CLAREMONT,CA,91711,,,,,9096074690,34.095,-117.70709,2,37,6,6,951664123,201306,281546744,97628198
8400601313,S C R A P GALLERY,S C R A P GALLERY,,ART MUSEUM,,2721 SHASHA COURT,SIMI VALLEY,CA,93063,RIVERSIDE COUNTY FAIRGROUNDS 46350 ARABIA ST,INDIO,CA,93063,7608637777,34.27869,-118.69888,2,,6,6,330717794,201406,64060,64060
8400600145,S.S. LANE VICTORY,S.S. LANE VICTORY,,GENERAL MUSEUM,,49 BERTH,SAN PEDRO,CA,90731,,,,,3105199545,33.72357,-118.28417,1,37,6,6,,,,
8400602507,SACRAMENTO ARCHIVES AND MUSEUM COLLECTION CENTER,SACRAMENTO ARCHIVES AND MUSEUM COLLECTION CENTER,,GENERAL MUSEUM,,551 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,95811,,,,,9168087072,38.59909,-121.49682,1,67,6,6,946000410,,,
8400601714,SACRAMENTO ART DECO SOCIETY,SACRAMENTO ART DECO SOCIETY,,ART MUSEUM,,PO BOX 162836,SACRAMENTO,CA,95816,,,,,9168639667,38.57201,-121.46991,1,67,6,6,680243961,201312,0,0
8400600753,SACRAMENTO CHILDREN'S MUSEUM,SACRAMENTO CHILDRENS MUSEUM,,CHILDREN'S MUSEUM,,2701 PROSPECT PARK DR,RANCHO CORDOVA,CA,95670,,,,,9166387225,38.58872,-121.28398,1,67,6,6,202673935,201312,557438,532113
8400602261,SACRAMENTO CIVIL WAR ROUND TABLE,SACRAMENTO CIVIL WAR ROUND TABLE,,HISTORIC PRESERVATION,,9463 SALISHAN COURT,SACRAMENTO,CA,95826,,,,,,38.59602,-121.39911,1,67,6,6,942370753,201412,0,0
8400602339,SACRAMENTO COUNTY HISTORICAL SOCIETY,SACRAMENTO COUNTY HISTORICAL SOCIETY,,HISTORIC PRESERVATION,,PO BOX 160065,SACRAMENTO,CA,95816,,,,,9165729858,38.57201,-121.46991,1,67,6,6,942730477,201412,17288,17288
8400601139,SACRAMENTO HISTORY FOUNDATION,SACRAMENTO HISTORY FOUNDATION INC,,HISTORIC PRESERVATION,,551 SEQUOIA PACIFIC BLVD,SACRAMENTO,CA,95811,,,,,9168087072,38.58468,-121.50439,1,67,6,6,300019361,201306,0,0
8400600171,SACRAMENTO HISTORY MUSEUM,WORLD WILDLIFE AND NATURAL HISTORY MUSEUM OF SACRAMENTO,,HISTORY MUSEUM,,101 EYE STREET,SACRAMENTO,CA,95814,101 I STREET,SACRAMENTO,CA,95814,9168087059,38.58468,-121.50439,1,67,6,6,272514484,201405,105814,
8400601773,SACRAMENTO MEMORIAL AUDITORIUM,FRIENDS OF SACRAMENTO MEMORIAL AUDITORIUM,,HISTORIC PRESERVATION,,PO BOX 19571,SACRAMENTO,CA,95819,1515 J ST,SACRAMENTO,CA,95819,9168085291,38.57883,-121.48564,1,67,6,6,680413377,201412,0,0
